name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
K2-45 b,Confirmed,,,,,,,0.599,0.0,0.0,1.7292684,6.9e-06,6.9e-06,0.0224,0.0012,0.0012,,,,,,,,2016,2021-02-05,,,,,,,2456809.52604,0.00018,0.00018,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 201345483.01,,K2-45,169.632874,-1.77413,,,13.536,12.92,,502.34,10.77,10.77,,,,0.5,0.08,0.08,0.45,0.07,0.07,,,,,4103.0,90.0,90.0,,,"2MASS J11183189-0146270, EPIC 201345483, WISE J111831.86-014626.6"
K2-46 b,Confirmed,,,,,,,0.183,0.021,0.021,19.1541,0.0041,0.0041,0.13821,0.00096,0.00096,,,,,,,,2016,2021-02-05,,,,,,,2456815.3353,0.0082,0.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 201403446.01,,K2-46,174.266342,-0.907261,,,11.046,10.761,,454.93,10.61,10.61,,,,0.96,0.02,0.02,1.29,0.12,0.12,,,,,6256.0,37.0,37.0,,,"2MASS J11370392-0054262, EPIC 201403446, WISE J113703.90-005426.0"
K2-47 b,Confirmed,,,,,,,0.169,0.023,0.023,31.6372,0.0088,0.0088,0.1779,0.0016,0.0016,,,,,,,,2016,2021-02-05,,,,,,,2456825.703,0.014,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 201647718.01,,K2-47,168.582596,2.780711,,,12.295,11.856,,353.38,5.34,5.34,,,,0.75,0.02,0.02,0.76,0.03,0.03,,,,,5054.0,82.0,82.0,,,"2MASS J11141982+0246508, EPIC 201647718, WISE J111419.81+024650.2"
K2-48 b,Confirmed,,,,,,,0.2,0.021,0.021,20.5065,0.0035,0.0035,0.1344,0.0012,0.0012,,,,,,,,2016,2021-02-05,,,,,,,2456817.4859,0.007,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 201677835.01,,K2-48,176.12355,3.272425,,,12.43,11.903,,316.61,2.89,2.89,,,,0.77,0.02,0.02,0.73,0.02,0.02,,,,,4899.0,78.0,78.0,,,"2MASS J11442963+0316205, EPIC 201677835, WISE J114429.60+031620.7"
K2-49 b,Confirmed,,,,,,,0.172,0.047,0.047,2.77065,0.00015,0.00015,0.0309,0.0029,0.0029,,,,,,,,2016,2021-02-05,,,,,,,2456810.0203,0.0026,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 201690311.01,,K2-49,177.320206,3.475569,,,13.463,12.873,,463.06,10.19,10.19,,,,0.51,0.14,0.14,0.45,0.12,0.12,,,,,4175.0,97.0,97.0,,,"2MASS J11491686+0328318, EPIC 201690311, WISE J114916.85+032831.9"
K2-4 b,Confirmed,,,,,,,0.187,0.017,0.018,10.003417,0.000996,0.001017,0.078,0.003,0.003,0.08,0.068641,0.161192,89.54,0.43,0.32,,2015,2024-08-16,-41.44,98.9633,132.8953,,,,2456815.524,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"EPIC-201208431 b, 2MASS J11385895-0354202 b, EPIC 201208431 b, EPIC 201208431.01, WISE J113858.93-035420.0 b",,K2-4,174.745636,-3.905585,14.85,,12.367,11.747,,231.828,2.09,2.129,-0.12,0.12,0.1,0.64,,,0.684,,,K8V,,,,4120.0,122.0,122.0,,,"EPIC 201208431, 2MASS J11385895-0354202, WISE J113858.93-035420.0"
K2-50 b,Confirmed,,,,,,,0.142,0.021,0.021,8.7529,0.0013,0.0013,0.0705,0.0022,0.0022,,,,,,,,2016,2021-02-05,,,,,,,2456810.3311,0.0074,0.0074,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J11175607+0559183 b, EPIC 201833600 b, EPIC 201833600.01, WISE J111756.07+055917.9 b",,K2-50,169.483627,5.988378,,,12.41,11.765,,259.33,3.26,3.26,,,,0.61,0.06,0.06,,,,,,,,,,,,,"2MASS J11175607+0559183, EPIC 201833600, WISE J111756.07+055917.9"
K2-50 c,Confirmed,,,,,,,0.089,0.01,0.011,3.96151,0.00051,0.00046,,,,,,,,,,,2019,2024-05-28,,,,,,,2456852.6552,0.0025,0.0025,,,,,,,,,,0.4,0.24,0.2,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J11175607+0559183 c, EPIC 201833600.02, WISE J111756.07+055917.9 c, EPIC 201833600 c",,K2-50,169.483627,5.988378,,,12.41,11.765,,259.33,3.26,3.26,,,,0.61,0.06,0.06,,,,,,,,,,,,,"2MASS J11175607+0559183, EPIC 201833600, WISE J111756.07+055917.9"
K2-52 b,Confirmed,0.4046,,,,,,1.606,0.196,0.196,3.535055,1.6e-05,1.7e-05,0.054,0.002,0.002,,,,86.46,1.9,2.0,,2016,2021-02-05,,,,,,,2456896.02618,0.00111,0.00108,2456890.02618,0.0011,0.00108,,,,,,,0.32,0.14,0.18,,,,,,,2004.0,184.0,184.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,EPIC 203776696.01,,K2-52,246.61142,-24.969948,,,12.729,12.126,,1041.7,104.0,132.7,0.055,0.14,0.154,1.69,0.14,0.16,2.19,0.23,0.28,,,,,7147.0,500.0,500.0,,,"2MASS J16262672-2458119, EPIC 203776696, WISE J162626.73-245811.8"
K2-53 b,Confirmed,0.0289,0.0079,0.0079,,,,0.232,0.009,0.009,12.20772,0.000113,0.000123,0.098,0.001,0.001,,,,89.32,0.16,0.22,,2016,2021-02-05,,,,,,,2456896.38582,0.00186,0.00189,2456896.38582,0.0019,0.0019,,,,,,,0.31,0.1,0.07,,,,,,,665.0,13.0,13.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,EPIC 204890128.01,,K2-53,244.141815,-20.400534,,,10.306,9.826,,139.1,2.0,2.0,-0.037,0.053,0.053,0.85,0.04,0.03,0.81,0.01,0.02,,,,,5263.0,88.0,88.0,,,"2MASS J16163403-2024019, EPIC 204890128, WISE J161634.05-202402.0"
K2-54 Bb,Confirmed,,,,,,,0.103,0.017,0.017,9.7843,0.0014,0.0014,0.0671,0.0037,0.0037,,,,,,,,2016,2024-08-02,,,,,,,2456982.936,0.0053,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 205916793.01,,K2-54 B,338.054199,-17.543995,,,11.85,11.231,,175.84,1.02,1.02,,,,0.617,0.021,0.021,0.637,0.02,0.02,M0V,,,,3996.0,157.0,157.0,,,"EPIC 205916793, 2MASS J22321299-1732384"
K2-55 b,Confirmed,0.138,0.0167,0.0167,,,,0.341,0.029,0.029,2.849258,3.3e-05,3.3e-05,0.03486,0.00078,0.00078,0.124,0.055,0.055,88.0,1.0,1.0,,2016,2021-02-05,195.0,37.0,32.0,,,,2456983.42298,0.0004,0.0004,2456983.4229,0.0004,0.0004,,,,,,,0.37,0.2,0.15,,,,25.8,2.6,2.6,900.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC 205924614.01,,K2-55,333.751923,-17.250708,13.6,,11.23,10.615,,160.26,0.73,0.73,0.376,0.095,0.095,0.7,0.05,0.05,0.63,0.05,0.05,,,,,4456.0,148.0,148.0,,,"2MASS J22150046-1715025, EPIC 205924614, WISE J221500.44-171502.7"
K2-57 b,Confirmed,,,,,,,0.187,0.022,0.022,9.0063,0.0013,0.0013,0.0746,0.002,0.002,,,,,,,,2016,2021-02-05,,,,,,,2456984.336,0.0048,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206026136.01,,K2-57,342.691711,-14.069886,,,12.35,11.761,,266.23,2.06,2.06,,,,0.68,0.06,0.06,0.62,0.05,0.05,,,,,4434.0,61.0,61.0,,,"2MASS J22504600-1404116, EPIC 206026136, WISE J225046.02-140411.8"
K2-58 b,Confirmed,,,,,,,0.239,0.033,0.033,7.05254,0.00032,0.00032,0.0692,0.0021,0.0021,,,,,,,,2016,2021-02-05,,,,,,,2456986.9763,0.0015,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206026904.01,,K2-58,333.821808,-14.049808,,,10.765,10.314,,182.69,1.43,1.43,,,,0.89,0.08,0.08,0.86,0.1,0.1,,,,,5413.0,255.0,255.0,,,"2MASS J22151722-1402593, EPIC 206026904, WISE J221517.23-140259.4"
K2-58 c,Confirmed,,,,,,,0.145,0.021,0.021,2.53726,0.00017,0.00017,0.035,0.0011,0.0011,,,,,,,,2016,2021-02-05,,,,,,,2456982.12,0.0023,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206026904.02,,K2-58,333.821808,-14.049808,,,10.765,10.314,,182.69,1.43,1.43,,,,0.89,0.08,0.08,0.86,0.1,0.1,,,,,5413.0,255.0,255.0,,,"2MASS J22151722-1402593, EPIC 206026904, WISE J221517.23-140259.4"
K2-58 d,Confirmed,,,,,,,0.153,0.022,0.022,22.8827,0.004,0.004,0.1517,0.0046,0.0046,,,,,,,,2016,2021-02-05,,,,,,,2456998.0703,0.0052,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206026904.03,,K2-58,333.821808,-14.049808,,,10.765,10.314,,182.69,1.43,1.43,,,,0.89,0.08,0.08,0.86,0.1,0.1,,,,,5413.0,255.0,255.0,,,"2MASS J22151722-1402593, EPIC 206026904, WISE J221517.23-140259.4"
K2-59 b,Confirmed,,,,,,,0.215,0.028,0.028,20.6921,0.0033,0.0033,0.1354,0.0043,0.0043,,,,,,,,2016,2021-02-05,,,,,,,2456987.0603,0.0043,0.0043,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206027655.01,,K2-59,338.942352,-14.027745,,,12.454,11.981,,314.09,3.54,3.54,,,,0.77,0.07,0.07,0.73,0.07,0.07,,,,,5055.0,93.0,93.0,,,"2MASS J22354616-1401398, EPIC 206027655, WISE J223546.19-140139.8"
K2-59 c,Confirmed,,,,,,,0.205,0.026,0.026,11.2954,0.001,0.001,0.0905,0.0028,0.0028,,,,,,,,2016,2021-02-05,,,,,,,2456986.7095,0.0029,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206027655.02,,K2-59,338.942352,-14.027745,,,12.454,11.981,,314.09,3.54,3.54,,,,0.77,0.07,0.07,0.73,0.07,0.07,,,,,5055.0,93.0,93.0,,,"2MASS J22354616-1401398, EPIC 206027655, WISE J223546.19-140139.8"
K2-5 b,Confirmed,,,,,,,0.17,0.039,0.039,5.73594,0.00064,0.00064,0.0532,0.0038,0.0038,,,,87.35,3.37,1.88,,2015,2024-08-16,,,,,,,2456808.86,0.0048,0.0048,,,,,,,,,,0.65,0.41,0.22,,,,,,,565.0,84.0,84.0,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"EPIC 201338508 b, WISE J111712.83-015240.3 b, EPIC 201338508.02, 2MASS J11171284-0152406 b",,K2-5,169.303497,-1.877976,14.91,,12.449,11.758,,202.943,1.652,1.652,-0.47,0.09,0.09,0.56,0.01,0.01,0.55,0.01,0.01,M0V,14.08,6.5,4.07,4066.0,70.0,70.0,,,"EPIC 201338508, 2MASS J11171284-0152406, WISE J111712.83-015240.3"
K2-5 c,Confirmed,,,,,,,0.202,0.055,0.055,10.93241,0.00134,0.00134,0.0818,0.0059,0.0059,,,,86.95,2.47,2.47,,2015,2024-08-16,,,,,,,2456814.601,0.0052,0.0052,,,,,,,,,,0.83,0.43,0.09,,,,,,,456.0,68.0,68.0,,,,,,,Published in a refereed paper,Primary Transit,,,"EPIC 201338508 c, WISE J111712.83-015240.3 c, EPIC 201338508.01a, 2MASS J11171284-0152406 ca",,K2-5,169.303497,-1.877976,14.91,,12.449,11.758,,202.943,1.652,1.652,-0.47,0.09,0.09,0.56,0.01,0.01,0.55,0.01,0.01,M0V,14.08,6.5,4.07,4066.0,70.0,70.0,,,"EPIC 201338508, 2MASS J11171284-0152406, WISE J111712.83-015240.3"
K2-60 b,Confirmed,0.426,0.037,0.037,,,,0.683,0.037,0.037,3.00265,4e-05,4e-05,0.045,0.003,0.003,0.0,,,88.49,0.96,0.96,,2016,2021-02-05,,,,,,,2456928.0593,0.0007,0.0007,2456928.0593,0.0007,0.0007,,,,,,,0.21,0.13,0.13,,,,61.0,2.6,2.6,1400.0,50.0,50.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC 206038483.01,,K2-60,338.606171,-13.731702,,,11.41,11.085,10.99,498.7,11.44,11.44,0.01,0.11,0.11,0.97,0.07,0.07,1.12,0.05,0.05,G4 V,10.0,3.0,3.0,5500.0,100.0,100.0,,,"2MASS 22342548-134351, EPIC 22342548-13435, 2MASS J22342548-1343541, EPIC 206038483, WISE J223425.49-134354.3"
K2-61 b,Confirmed,,,,,,,0.221,0.07,0.07,2.57302,0.0002,0.0002,0.0392,0.0024,0.0024,,,,,,,,2016,2021-02-05,,,,,,,2456983.2196,0.0027,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206044803.01,,K2-61,339.674744,-13.560024,,,11.758,11.423,,410.35,8.37,8.37,,,,1.21,0.22,0.22,1.36,0.41,0.41,,,,,6293.0,338.0,338.0,,,"2MASS J22384194-1333360, EPIC 206044803, WISE J223841.95-133336.1"
K2-62 b,Confirmed,,,,,,,0.191,0.019,0.019,6.67202,0.00028,0.00028,0.0636,0.0014,0.0014,,,,,,,,2016,2021-02-05,,,,,,,2456982.6843,0.0016,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206096602.01,,K2-62,334.364166,-12.187498,,,10.374,9.811,,112.83,0.49,0.49,,,,0.77,0.05,0.05,0.73,0.05,0.05,,,,,4880.0,216.0,216.0,,,"2MASS J22172739-1211150, EPIC 206096602, WISE J221727.45-121114.9"
K2-62 c,Confirmed,,,,,,,0.191,0.02,0.02,16.1966,0.0012,0.0012,0.1148,0.0025,0.0025,,,,,,,,2016,2021-02-05,,,,,,,2456991.5442,0.0024,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206096602.02,,K2-62,334.364166,-12.187498,,,10.374,9.811,,112.83,0.49,0.49,,,,0.77,0.05,0.05,0.73,0.05,0.05,,,,,4880.0,216.0,216.0,,,"2MASS J22172739-1211150, EPIC 206096602, WISE J221727.45-121114.9"
K2-63 b,Confirmed,,,,,,,0.287,0.088,0.088,20.257,0.0072,0.0072,0.1627,0.0097,0.0097,,,,,,,,2016,2021-02-05,,,,,,,2456989.5929,0.0099,0.0099,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J22134239-1203587 b, EPIC 206101302 b, EPIC 206101302.02, WISE J221342.41-120358.8 b",,K2-63,333.426666,-12.066374,,,11.606,11.32,,524.41,21.79,21.79,,,,1.4,0.25,0.25,1.63,0.48,0.48,,,,,6771.0,303.0,303.0,,,"2MASS J22134239-1203587, EPIC 206101302, WISE J221342.41-120358.8"
K2-63 c,Confirmed,,,,,,,0.348,0.107,0.107,25.4556,0.0047,0.0047,0.189,0.011,0.011,,,,,,,,2016,2021-02-05,,,,,,,2456983.6454,0.006,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J22134239-1203587 c, EPIC 206101302 c, EPIC 206101302.01, WISE J221342.41-120358.8 c",,K2-63,333.426666,-12.066374,,,11.606,11.32,,524.41,21.79,21.79,,,,1.4,0.25,0.25,1.63,0.48,0.48,,,,,6771.0,303.0,303.0,,,"2MASS J22134239-1203587, EPIC 206101302, WISE J221342.41-120358.8"
K2-64 b,Confirmed,,,,,,,0.185,0.023,0.023,6.53044,0.00067,0.00067,0.0619,0.0019,0.0019,,,,,,,,2016,2021-02-05,,,,,,,2456986.1918,0.0033,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206125618.01,,K2-64,332.413605,-11.428742,,,12.665,12.258,,506.87,12.91,12.91,,,,0.74,0.07,0.07,0.73,0.08,0.08,,,,,5312.0,82.0,82.0,,,"2MASS J22093926-1125434, EPIC 206125618, WISE J220939.30-112543.3"
K2-65 b,Confirmed,,,,,,,0.141,0.034,0.034,12.6475,0.0013,0.0013,0.1014,0.0039,0.0039,,,,,,,,2016,2021-02-05,,,,,,,2456986.3303,0.0031,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206144956.01,,K2-65,333.211761,-10.925379,,,8.967,8.457,,78.06,15.66,11.17,,,,0.87,0.1,0.1,0.84,0.12,0.12,,,,,5213.0,336.0,336.0,,,"2MASS J22125079-1055311, BD-11 5779, EPIC 206144956, HIP 109656, TYC 5806-00695-1"
K2-66 b,Confirmed,0.06702,0.01133,0.01133,,,,0.222,0.021,0.03,5.06963,0.00081,0.00081,0.05983,0.00072,0.00072,0.0,,,86.6,4.4,2.4,,2016,2021-02-05,,,,,,,2455817.0092,0.0051,0.0051,,,,,,,,,,0.47,0.31,0.31,,,,7.4,1.2,1.2,1372.0,51.0,51.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,EPIC 206153219.01,,K2-66,331.526703,-10.711549,11.71,,10.948,10.664,,520.43,23.47,23.47,-0.047,0.02,0.02,1.11,0.04,0.04,1.67,0.12,0.12,,,,,5887.0,46.0,46.0,,,"EPIC 206153219, TYC 5805-449-1, 2MASS J22060640-1042414, WISE J220606.39-104241.5"
K2-68 b,Confirmed,,,,,,,0.141,0.021,0.021,8.05428,0.00082,0.00082,0.0708,0.0031,0.0031,,,,,,,,2016,2021-02-05,,,,,,,2456982.3281,0.0038,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206159027.01,,K2-68,334.019775,-10.567318,,,11.139,10.651,,169.47,1.25,1.25,,,,0.73,0.1,0.1,0.68,0.09,0.09,,,,,4746.0,96.0,96.0,,,"2MASS J22160474-1034022, EPIC 206159027, WISE J221604.70-103402.4"
K2-69 b,Confirmed,,,,,,,0.207,0.032,0.032,7.06599,0.0005,0.0005,0.0591,0.0025,0.0025,,,,,,,,2016,2021-02-05,,,,,,,2456982.7825,0.0023,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206162305.01,,K2-69,335.759552,-10.48858,,,12.608,11.933,,181.63,1.57,1.57,,,,0.55,0.07,0.07,0.49,0.07,0.07,,,,,4127.0,190.0,190.0,,,"2MASS J22230229-1029187, EPIC 206162305, WISE J222302.31-102919.1"
K2-6 b,Confirmed,,,,,,,0.223,0.079,0.079,30.94191,0.00467,0.00467,0.1898,0.0056,0.0056,,,,,,,,2015,2024-08-16,,,,,,,2456827.5014,0.009,0.009,,,,,,,,,,,,,,,,,,,615.0,105.0,105.0,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"EPIC 201384232 b, WISE J115246.12-011154.3 b, EPIC 201384232.01, 2MASS J11524614-0111545 b",,K2-6,178.192261,-1.198477,12.66,,11.44,11.09,,319.59,6.39,6.39,-0.1,0.06,0.06,0.92,0.03,0.02,0.89,0.01,0.02,G3V,4.02,1.73,1.83,5692.0,100.0,100.0,,,"EPIC 201384232, 2MASS J11524614-0111545, WISE J115246.12-011154.3"
K2-70 b,Confirmed,,,,,,,0.258,0.042,0.042,13.97896,0.00095,0.00095,0.1112,0.004,0.004,,,,,,,,2016,2021-02-05,,,,,,,2456984.4435,0.0021,0.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206181769.01,,K2-70,338.4758,-10.084946,,,11.355,10.935,,234.47,3.48,3.48,,,,0.94,0.1,0.1,0.93,0.14,0.14,,,,,5622.0,268.0,268.0,,,"2MASS J22335419-1005057, EPIC 206181769, WISE J223354.21-100505.9"
K2-71 b,Confirmed,,,,,,,0.192,0.029,0.029,6.98541,0.00075,0.00075,0.0559,0.0025,0.0025,,,,,,,,2016,2021-02-05,,,,,,,2456987.3785,0.0031,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206192813.01,,K2-71,341.724426,-9.881619,,,12.598,11.927,,153.86,1.22,1.22,,,,0.48,0.06,0.06,0.43,0.05,0.05,,,,,4006.0,133.0,133.0,,,"2MASS J22465386-0952538, EPIC 206192813, WISE J224653.92-095253.8"
K2-72 b,Confirmed,,,,,,,0.096,0.01,0.01,5.577212,0.00042,0.00042,0.04,0.005,0.005,0.11,0.09,0.2,89.15,0.86,0.59,,2016,2021-02-05,7.49,-134.0,120.0,,,,2457010.376,0.002,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,EPIC 206209135.01,,K2-72,334.621979,-9.612382,,,11.685,11.122,,66.56,0.2,0.2,,,,0.27,0.09,0.08,0.33,0.03,0.03,,,,,3360.47,86.34,87.24,,,"2MASS J22182923-0936444, EPIC 206209135"
K2-72 c,Confirmed,,,,,,,0.103,0.012,0.012,15.189034,0.0031,0.0031,0.078,0.01,0.007,0.11,0.09,0.2,89.54,0.44,0.32,,2016,2021-02-05,16.83,138.0,113.0,,,,2456989.465,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,EPIC 206209135.02,,K2-72,334.621979,-9.612382,,,11.685,11.122,,66.56,0.2,0.2,,,,0.27,0.09,0.08,0.33,0.03,0.03,,,,,3360.47,86.34,87.24,,,"2MASS J22182923-0936444, EPIC 206209135"
K2-72 d,Confirmed,,,,,,,0.09,0.011,0.011,7.760178,0.001496,0.001496,0.05,0.006,0.004,0.11,0.09,0.21,89.26,0.7,0.5,,2016,2021-02-05,14.28,137.0,114.0,,,,2456984.788,0.007,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,EPIC 206209135.03,,K2-72,334.621979,-9.612382,,,11.685,11.122,,66.56,0.2,0.2,,,,0.27,0.09,0.08,0.33,0.03,0.03,,,,,3360.47,86.34,87.24,,,"2MASS J22182923-0936444, EPIC 206209135"
K2-72 e,Confirmed,,,,,,,0.115,0.012,0.012,24.158868,0.00385,0.003726,0.106,0.013,0.009,0.11,0.09,0.2,89.68,0.32,0.22,,2016,2021-02-05,11.39,136.0,117.0,,,,2456987.054,0.005,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,EPIC 206209135.04,,K2-72,334.621979,-9.612382,,,11.685,11.122,,66.56,0.2,0.2,,,,0.27,0.09,0.08,0.33,0.03,0.03,,,,,3360.47,86.34,87.24,,,"2MASS J22182923-0936444, EPIC 206209135"
K2-73 b,Confirmed,,,,,,,0.219,0.019,0.019,7.49543,0.00059,0.00059,0.07619,0.00072,0.00072,,,,,,,,2016,2021-02-05,,,,,,,2456987.6741,0.0023,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206245553.01,,K2-73,335.025482,-9.056093,11.34,,10.695,10.382,,269.183,2.49,2.54,0.04,0.044,0.044,1.02,0.04,0.04,1.058,0.039,0.039,G1V,,,,5867.0,100.0,100.0,,,"2MASS J22200610-0903219, EPIC 206245553, TYC 5804-1290-1, WISE J222006.14-090321.9"
K2-73 c,Confirmed,,0.14,0.167,3.593,0.14,0.167,,,,1000.0,100.0,100.0,,,,,,,,,,,2025,2025-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.1,7.2,6.6,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,K2-73,335.025482,-9.056093,11.34,,10.695,10.382,,269.183,2.49,2.54,0.04,0.044,0.044,1.02,0.04,0.04,1.058,0.039,0.039,G1V,,,,5867.0,100.0,100.0,,,"2MASS J22200610-0903219, EPIC 206245553, TYC 5804-1290-1, WISE J222006.14-090321.9"
K2-74 b,Confirmed,,,,,,,0.206,0.017,0.017,19.5666,0.0033,0.0033,0.1402,0.0015,0.0015,,,,,,,,2016,2021-02-05,,,,,,,2456997.9992,0.0045,0.0045,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206268299.01,,K2-74,339.919342,-8.714505,,,11.427,11.177,,381.85,6.78,6.78,,,,0.96,0.03,0.03,0.98,0.06,0.06,,,,,6060.0,86.0,86.0,,,"2MASS J22394063-0842521, EPIC 206268299, WISE J223940.63-084252.3"
K2-75 b,Confirmed,,,,,,,0.238,0.029,0.029,7.8142,0.0021,0.0021,0.081,0.0014,0.0014,,,,,,,,2016,2021-02-05,,,,,,,2456983.451,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206348688.01,,K2-75,338.844849,-7.469853,,,11.564,11.283,,570.86,15.34,15.34,,,,1.16,0.06,0.06,1.56,0.15,0.15,,,,,5995.0,94.0,94.0,,,"2MASS J22352275-0728114, EPIC 206348688, WISE J223522.76-072811.5"
K2-75 c,Confirmed,,,,,,,0.247,0.034,0.034,18.311,0.014,0.014,0.1429,0.0025,0.0025,,,,,,,,2016,2021-02-05,,,,,,,2456992.715,0.027,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,EPIC 206348688.02,,K2-75,338.844849,-7.469853,,,11.564,11.283,,570.86,15.34,15.34,,,,1.16,0.06,0.06,1.56,0.15,0.15,,,,,5995.0,94.0,94.0,,,"2MASS J22352275-0728114, EPIC 206348688, WISE J223522.76-072811.5"
